#DescID	MeSH	CompStatus	TGSize	TG+	TG-	T+uniq	Common	B+uniq	BG+	BG-	BGSize	TG-Ratio	BG-Ratio	TG-R/BG-R	P-value
14299	Protein-Serine-Threonine Kinases	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
21624	Amino Acid Sequence	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
18360	Immunoblotting	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7316	Seizures	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19568	Follow-Up Studies	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
15344	Serum Albumin	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
13820	Oxidoreductases	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
9172	Ischemia	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21676	Protein Conformation	1	172	2	170	2	0	2	2	166	168	0.01	0.01	1.0	1.000e+00
18252	Monitoring, Physiologic	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21444	Antibody Specificity	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21762	Lipid Metabolism	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15030	Interferon Type II	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
18056	Exercise Test	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9515	Zinc	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19258	Crystallography, X-Ray	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17110	Plant Extracts	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7231	Cerebrovascular Disorders	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
480	Arteries	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10122	Acetylcholine	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19215	Brain Mapping	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9267	Anoxia	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
18642	Exercise	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22376	Catalysis	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21354	Cell Cycle	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17811	Contrast Media	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17453	Drug Combinations	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22384	Stereoisomerism	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17375	Tumor Markers, Biological	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
7296	Epilepsy	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14828	Phospholipids	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17894	Diagnosis, Differential	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
16740	Nuclear Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
12766	Macromolecular Substances	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19583	Pilot Projects	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
17847	Ligands	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
10125	Dopamine	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
18241	Electromyography	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14536	Glycoproteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19310	Spectrophotometry	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1023	Blood Platelets	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9783	Ethanol	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19674	Pedigree	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15405	Blood Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9496	Iron	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21839	Action Potentials	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
18276	Organ Size	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
5701	Neoplasms	1	172	3	169	3	0	3	3	165	168	0.02	0.02	1.0	1.000e+00
16831	Recombinant Fusion Proteins	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22051	Respiration	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19364	Histocytochemistry	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19520	Statistics as Topic	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19624	Chromosome Mapping	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
24632	Japan	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
15500	Antibodies	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
15320	Peptide Fragments	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1281	Fibroblasts	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
18372	Fluorescent Antibody Technique	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
19412	Diet	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22348	Plasmids	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
22179	Genotype	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19570	Cross-Sectional Studies	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
17830	Culture Media	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1192	Cell Nucleus	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
21786	Phosphorylation	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
20628	Mental Disorders	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
16892	Transcription Factors	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
1538	Mice, Inbred BALB C	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14931	Peptides	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
19592	Reproducibility of Results	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
17913	Magnetic Resonance Imaging	1	172	2	170	2	0	1	1	167	168	0.01	0.01	2.0	1.000e+00
1718	Cattle	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9216	Body Weight	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
21189	Age Factors	1	172	2	170	2	0	2	2	166	168	0.01	0.01	1.0	1.000e+00
8261	Hypertension	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19552	Sensitivity and Specificity	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
567	Heart	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
9122	Chronic Disease	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
14859	Amino Acids	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
19668	Polymerase Chain Reaction	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
18211	Biopsy	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
2837	Escherichia coli	1	172	1	171	0	0	0	0	168	168	0.01	0.00	bZero	1.000e+00
14588	Glucose	1	172	1	171	1	0	1	1	167	168	0.01	0.01	1.0	1.000e+00
