#GOID	GOTerm	t-total	t+	t-	b+	b-	b-total	p-value	t-ratio	b-ratio	(t-ratio)/(b-ratio)
GO:0004871	signal transducer activity	399	54	345	154	401	555	1.271e-07	0.14	0.28	0.5
GO:0060089	molecular transducer activity	399	54	345	154	401	555	1.271e-07	0.14	0.28	0.5
GO:0004872	receptor activity	399	36	363	111	444	555	2.919e-06	0.09	0.20	0.5
GO:0004888	transmembrane receptor activity	399	25	374	79	476	555	8.504e-05	0.06	0.14	0.4
GO:0005102	receptor binding	399	44	355	114	441	555	9.461e-05	0.11	0.21	0.5
GO:0000166	nucleotide binding	399	109	290	100	455	555	8.337e-04	0.27	0.18	1.5
GO:0008026	ATP\-dependent helicase activity	399	10	389	1	554	555	1.054e-03	0.03	0.00	13.9
GO:0019955	cytokine binding	399	2	397	18	537	555	2.570e-03	0.01	0.03	0.2
GO:0043566	structure\-specific DNA binding	399	14	385	4	551	555	2.709e-03	0.04	0.01	4.9
GO:0003824	catalytic activity	399	228	171	264	291	555	3.856e-03	0.57	0.48	1.2
GO:0017076	purine nucleotide binding	399	102	297	99	456	555	4.782e-03	0.26	0.18	1.4
GO:0003684	damaged DNA binding	399	8	391	1	554	555	5.115e-03	0.02	0.00	11.1
GO:0030554	adenyl nucleotide binding	399	94	305	90	465	555	5.949e-03	0.24	0.16	1.5
GO:0004386	helicase activity	399	11	388	3	552	555	6.063e-03	0.03	0.01	5.1
GO:0008233	peptidase activity	399	15	384	45	510	555	6.587e-03	0.04	0.08	0.5
GO:0016817	hydrolase activity\, acting on acid anhydrides	399	34	365	24	531	555	8.853e-03	0.09	0.04	2.0
GO:0016462	pyrophosphatase activity	399	34	365	24	531	555	8.853e-03	0.09	0.04	2.0
GO:0016818	hydrolase activity\, acting on acid anhydrides\, in phosphorus\-containing anhydrides	399	34	365	24	531	555	8.853e-03	0.09	0.04	2.0
GO:0016887	ATPase activity	399	24	375	14	541	555	1.086e-02	0.06	0.03	2.4
GO:0017111	nucleoside\-triphosphatase activity	399	33	366	23	532	555	1.133e-02	0.08	0.04	2.0
GO:0004520	endodeoxyribonuclease activity	399	5	394	0	555	555	1.261e-02	0.01	0.00	bZero
GO:0032555	purine ribonucleotide binding	399	86	313	84	471	555	1.275e-02	0.22	0.15	1.4
GO:0032553	ribonucleotide binding	399	86	313	84	471	555	1.275e-02	0.22	0.15	1.4
GO:0004930	G\-protein coupled receptor activity	399	9	390	31	524	555	1.325e-02	0.02	0.06	0.4
GO:0042623	ATPase activity\, coupled	399	22	377	13	542	555	1.365e-02	0.06	0.02	2.4
GO:0032559	adenyl ribonucleotide binding	399	78	321	75	480	555	1.554e-02	0.20	0.14	1.4
GO:0001584	rhodopsin\-like receptor activity	399	8	391	28	527	555	1.561e-02	0.02	0.05	0.4
GO:0008009	chemokine activity	399	1	398	11	544	555	1.797e-02	0.00	0.02	0.1
GO:0042379	chemokine receptor binding	399	1	398	11	544	555	1.797e-02	0.00	0.02	0.1
GO:0003690	double\-stranded DNA binding	399	10	389	3	552	555	1.950e-02	0.03	0.01	4.6
GO:0008094	DNA\-dependent ATPase activity	399	8	391	2	553	555	2.053e-02	0.02	0.00	5.6
GO:0004175	endopeptidase activity	399	14	385	39	516	555	2.146e-02	0.04	0.07	0.5
GO:0004003	ATP\-dependent DNA helicase activity	399	6	393	1	554	555	2.363e-02	0.02	0.00	8.3
GO:0005524	ATP binding	399	74	325	73	482	555	2.888e-02	0.19	0.13	1.4
GO:0005319	lipid transporter activity	399	3	396	15	540	555	3.055e-02	0.01	0.03	0.3
GO:0001664	G\-protein\-coupled receptor binding	399	2	397	13	542	555	3.196e-02	0.01	0.02	0.2
GO:0003678	DNA helicase activity	399	9	390	3	552	555	3.449e-02	0.02	0.01	4.2
GO:0003697	single\-stranded DNA binding	399	7	392	2	553	555	3.936e-02	0.02	0.00	4.9
GO:0004527	exonuclease activity	399	7	392	2	553	555	3.936e-02	0.02	0.00	4.9
GO:0005125	cytokine activity	399	20	379	48	507	555	4.054e-02	0.05	0.09	0.6
GO:0016491	oxidoreductase activity	399	81	318	84	471	555	4.572e-02	0.20	0.15	1.3
GO:0003676	nucleic acid binding	399	91	308	98	457	555	5.806e-02	0.23	0.18	1.3
GO:0004536	deoxyribonuclease activity	399	8	391	3	552	555	6.039e-02	0.02	0.01	3.7
GO:0016788	hydrolase activity\, acting on ester bonds	399	33	366	29	526	555	6.335e-02	0.08	0.05	1.6
GO:0008022	protein C\-terminus binding	399	10	389	5	550	555	6.405e-02	0.03	0.01	2.8
GO:0042578	phosphoric ester hydrolase activity	399	15	384	10	545	555	6.723e-02	0.04	0.02	2.1
GO:0019104	DNA N\-glycosylase activity	399	3	396	0	555	555	7.284e-02	0.01	0.00	bZero
GO:0016799	hydrolase activity\, hydrolyzing N\-glycosyl compounds	399	3	396	0	555	555	7.284e-02	0.01	0.00	bZero
GO:0005509	calcium ion binding	399	25	374	53	502	555	7.292e-02	0.06	0.10	0.7
GO:0016651	oxidoreductase activity\, acting on NADH or NADPH	399	13	386	8	547	555	7.335e-02	0.03	0.01	2.3
GO:0009055	electron carrier activity	399	41	358	39	516	555	7.689e-02	0.10	0.07	1.5
GO:0008237	metallopeptidase activity	399	2	397	10	545	555	8.501e-02	0.01	0.02	0.3
GO:0030528	transcription regulator activity	399	40	359	76	479	555	8.896e-02	0.10	0.14	0.7
GO:0004674	protein serine/threonine kinase activity	399	29	370	26	529	555	9.344e-02	0.07	0.05	1.6
GO:0001871	pattern binding	399	8	391	22	533	555	9.370e-02	0.02	0.04	0.5
GO:0003677	DNA binding	399	79	320	87	468	555	1.007e-01	0.20	0.16	1.3
GO:0019899	enzyme binding	399	27	372	24	531	555	1.092e-01	0.07	0.04	1.6
GO:0008528	peptide receptor activity\, G\-protein coupled	399	3	396	12	543	555	1.133e-01	0.01	0.02	0.3
GO:0001653	peptide receptor activity	399	3	396	12	543	555	1.133e-01	0.01	0.02	0.3
GO:0004518	nuclease activity	399	13	386	9	546	555	1.251e-01	0.03	0.02	2.0
GO:0050662	coenzyme binding	399	25	374	22	533	555	1.289e-01	0.06	0.04	1.6
GO:0030246	carbohydrate binding	399	11	388	27	528	555	1.302e-01	0.03	0.05	0.6
GO:0015276	ligand\-gated ion channel activity	399	2	397	9	546	555	1.331e-01	0.01	0.02	0.3
GO:0022834	ligand\-gated channel activity	399	2	397	9	546	555	1.331e-01	0.01	0.02	0.3
GO:0005021	vascular endothelial growth factor receptor activity	399	2	397	9	546	555	1.331e-01	0.01	0.02	0.3
GO:0004721	phosphoprotein phosphatase activity	399	5	394	2	553	555	1.363e-01	0.01	0.00	3.5
GO:0051539	4 iron\, 4 sulfur cluster binding	399	5	394	2	553	555	1.363e-01	0.01	0.00	3.5
GO:0051920	peroxiredoxin activity	399	5	394	2	553	555	1.363e-01	0.01	0.00	3.5
GO:0008408	3'\-5' exonuclease activity	399	5	394	2	553	555	1.363e-01	0.01	0.00	3.5
GO:0030145	manganese ion binding	399	8	391	4	551	555	1.375e-01	0.02	0.01	2.8
GO:0008081	phosphoric diester hydrolase activity	399	8	391	4	551	555	1.375e-01	0.02	0.01	2.8
GO:0004519	endonuclease activity	399	8	391	4	551	555	1.375e-01	0.02	0.01	2.8
GO:0004879	ligand\-dependent nuclear receptor activity	399	6	393	17	538	555	1.382e-01	0.02	0.03	0.5
GO:0008083	growth factor activity	399	20	379	42	513	555	1.426e-01	0.05	0.08	0.7
GO:0008238	exopeptidase activity	399	1	398	7	548	555	1.489e-01	0.00	0.01	0.2
GO:0008201	heparin binding	399	7	392	19	536	555	1.577e-01	0.02	0.03	0.5
GO:0005539	glycosaminoglycan binding	399	7	392	19	536	555	1.577e-01	0.02	0.03	0.5
GO:0030247	polysaccharide binding	399	7	392	19	536	555	1.577e-01	0.02	0.03	0.5
GO:0016614	oxidoreductase activity\, acting on CH\-OH group of donors	399	8	391	5	550	555	1.653e-01	0.02	0.01	2.2
GO:0003755	peptidyl\-prolyl cis\-trans isomerase activity	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0016859	cis\-trans isomerase activity	399	4	395	1	554	555	1.673e-01	0.01	0.00	5.6
GO:0015300	solute\:solute antiporter activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0015297	antiporter activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0008379	thioredoxin peroxidase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0004032	aldehyde reductase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0004033	aldo\-keto reductase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0030337	DNA polymerase processivity factor activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0016531	copper chaperone activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0016530	metallochaperone activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0051880	G\-quadruplex DNA binding	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0000405	bubble DNA binding	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0000217	DNA secondary structure binding	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0009378	four\-way junction helicase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0043138	3'\-5' DNA helicase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0004523	ribonuclease H activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0016891	endoribonuclease activity\, producing 5'\-phosphomonoesters	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0016893	endonuclease activity\, active with either ribo\- or deoxyribonucleic acids and producing 5'\-phosphomonoesters	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0004357	glutamate\-cysteine ligase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0000014	single\-stranded DNA specific endodeoxyribonuclease activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0042826	histone deacetylase binding	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0032404	mismatch repair complex binding	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0003746	translation elongation factor activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0003724	RNA helicase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0016653	oxidoreductase activity\, acting on NADH or NADPH\, heme protein as acceptor	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0004739	pyruvate dehydrogenase (acetyl\-transferring) activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0016624	oxidoreductase activity\, acting on the aldehyde or oxo group of donors\, disulfide as acceptor	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0004738	pyruvate dehydrogenase activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0005385	zinc ion transmembrane transporter activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0008160	protein tyrosine phosphatase activator activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0019211	phosphatase activator activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0019888	protein phosphatase regulator activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0019208	phosphatase regulator activity	399	2	397	0	555	555	1.747e-01	0.01	0.00	bZero
GO:0016655	oxidoreductase activity\, acting on NADH or NADPH\, quinone or similar compound as acceptor	399	6	393	3	552	555	1.762e-01	0.02	0.01	2.8
GO:0004601	peroxidase activity	399	12	387	9	546	555	1.808e-01	0.03	0.02	1.9
GO:0016684	oxidoreductase activity\, acting on peroxide as acceptor	399	12	387	9	546	555	1.808e-01	0.03	0.02	1.9
GO:0016787	hydrolase activity	399	87	312	101	454	555	1.868e-01	0.22	0.18	1.2
GO:0016772	transferase activity\, transferring phosphorus\-containing groups	399	46	353	49	506	555	1.886e-01	0.12	0.09	1.3
GO:0022804	active transmembrane transporter activity	399	21	378	19	536	555	1.904e-01	0.05	0.03	1.5
GO:0003700	transcription factor activity	399	28	371	53	502	555	1.953e-01	0.07	0.10	0.7
GO:0016209	antioxidant activity	399	17	382	15	540	555	2.048e-01	0.04	0.03	1.6
GO:0005231	excitatory extracellular ligand\-gated ion channel activity	399	2	397	8	547	555	2.069e-01	0.01	0.01	0.3
GO:0005230	extracellular ligand\-gated ion channel activity	399	2	397	8	547	555	2.069e-01	0.01	0.01	0.3
GO:0016301	kinase activity	399	42	357	45	510	555	2.111e-01	0.11	0.08	1.3
GO:0048037	cofactor binding	399	28	371	28	527	555	2.112e-01	0.07	0.05	1.4
GO:0015082	di\-\, tri\-valent inorganic cation transmembrane transporter activity	399	7	392	4	551	555	2.172e-01	0.02	0.01	2.4
GO:0046915	transition metal ion transmembrane transporter activity	399	7	392	4	551	555	2.172e-01	0.02	0.01	2.4
GO:0015291	secondary active transmembrane transporter activity	399	14	385	12	543	555	2.299e-01	0.04	0.02	1.6
GO:0016757	transferase activity\, transferring glycosyl groups	399	10	389	8	547	555	2.394e-01	0.03	0.01	1.7
GO:0004428	inositol or phosphatidylinositol kinase activity	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0016667	oxidoreductase activity\, acting on sulfur group of donors	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0016903	oxidoreductase activity\, acting on the aldehyde or oxo group of donors	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0003950	NAD\+ ADP\-ribosyltransferase activity	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0001727	lipid kinase activity	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0004629	phospholipase C activity	399	4	395	2	553	555	2.430e-01	0.01	0.00	2.8
GO:0035257	nuclear hormone receptor binding	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0051427	hormone receptor binding	399	1	398	6	549	555	2.493e-01	0.00	0.01	0.2
GO:0016616	oxidoreductase activity\, acting on the CH\-OH group of donors\, NAD or NADP as acceptor	399	7	392	5	550	555	2.554e-01	0.02	0.01	1.9
GO:0016712	oxidoreductase activity\, acting on paired donors\, with incorporation or reduction of molecular oxygen\, reduced flavin or flavoprotein as one donor\, and incorporation of one atom of oxygen	399	3	396	10	545	555	2.575e-01	0.01	0.02	0.4
GO:0004091	carboxylesterase activity	399	3	396	10	545	555	2.575e-01	0.01	0.02	0.4
GO:0017171	serine hydrolase activity	399	3	396	10	545	555	2.575e-01	0.01	0.02	0.4
GO:0003774	motor activity	399	3	396	10	545	555	2.575e-01	0.01	0.02	0.4
GO:0019904	protein domain specific binding	399	16	383	14	541	555	2.588e-01	0.04	0.03	1.6
GO:0004702	receptor signaling protein serine/threonine kinase activity	399	8	391	6	549	555	2.809e-01	0.02	0.01	1.9
GO:0042802	identical protein binding	399	38	361	42	513	555	2.888e-01	0.10	0.08	1.3
GO:0010181	FMN binding	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0004708	MAP kinase kinase activity	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0004712	protein serine/threonine/tyrosine kinase activity	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0016763	transferase activity\, transferring pentosyl groups	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0016798	hydrolase activity\, acting on glycosyl bonds	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0003954	NADH dehydrogenase activity	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0008137	NADH dehydrogenase (ubiquinone) activity	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0050136	NADH dehydrogenase (quinone) activity	399	5	394	3	552	555	2.899e-01	0.01	0.01	2.3
GO:0004197	cysteine\-type endopeptidase activity	399	7	392	16	539	555	2.925e-01	0.02	0.03	0.6
GO:0008234	cysteine\-type peptidase activity	399	7	392	17	538	555	2.945e-01	0.02	0.03	0.6
GO:0000287	magnesium ion binding	399	18	381	17	538	555	2.949e-01	0.05	0.03	1.5
GO:0005057	receptor signaling protein activity	399	12	387	24	531	555	3.082e-01	0.03	0.04	0.7
GO:0019903	protein phosphatase binding	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0019902	phosphatase binding	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0017136	NAD\-dependent histone deacetylase activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0004725	protein tyrosine phosphatase activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0008138	protein tyrosine/serine/threonine phosphatase activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0016303	1\-phosphatidylinositol\-3\-kinase activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0035004	phosphoinositide 3\-kinase activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0008131	amine oxidase activity	399	3	396	1	554	555	3.144e-01	0.01	0.00	4.2
GO:0050381	unspecific monooxygenase activity	399	2	397	7	548	555	3.178e-01	0.01	0.01	0.4
GO:0016702	oxidoreductase activity\, acting on single donors with incorporation of molecular oxygen\, incorporation of two atoms of oxygen	399	2	397	7	548	555	3.178e-01	0.01	0.01	0.4
GO:0051213	dioxygenase activity	399	2	397	7	548	555	3.178e-01	0.01	0.01	0.4
GO:0016701	oxidoreductase activity\, acting on single donors with incorporation of molecular oxygen	399	2	397	7	548	555	3.178e-01	0.01	0.01	0.4
GO:0004222	metalloendopeptidase activity	399	2	397	7	548	555	3.178e-01	0.01	0.01	0.4
GO:0042165	neurotransmitter binding	399	5	394	13	542	555	3.347e-01	0.01	0.02	0.5
GO:0051287	NAD binding	399	6	393	4	551	555	3.355e-01	0.02	0.01	2.1
GO:0050660	FAD binding	399	16	383	16	539	555	3.656e-01	0.04	0.03	1.4
GO:0008415	acyltransferase activity	399	3	396	9	546	555	3.779e-01	0.01	0.02	0.5
GO:0016747	transferase activity\, transferring groups other than amino\-acyl groups	399	3	396	9	546	555	3.779e-01	0.01	0.02	0.5
GO:0004252	serine\-type endopeptidase activity	399	3	396	9	546	555	3.779e-01	0.01	0.02	0.5
GO:0008236	serine\-type peptidase activity	399	3	396	9	546	555	3.779e-01	0.01	0.02	0.5
GO:0043169	cation binding	399	105	294	161	394	555	3.802e-01	0.26	0.29	0.9
GO:0022857	transmembrane transporter activity	399	44	355	51	504	555	3.810e-01	0.11	0.09	1.2
GO:0042626	ATPase activity\, coupled to transmembrane movement of substances	399	7	392	6	549	555	4.068e-01	0.02	0.01	1.6
GO:0016820	hydrolase activity\, acting on acid anhydrides\, catalyzing transmembrane movement of substances	399	7	392	6	549	555	4.068e-01	0.02	0.01	1.6
GO:0043492	ATPase activity\, coupled to movement of substances	399	7	392	6	549	555	4.068e-01	0.02	0.01	1.6
GO:0015405	P\-P\-bond\-hydrolysis\-driven transmembrane transporter activity	399	7	392	6	549	555	4.068e-01	0.02	0.01	1.6
GO:0015399	primary active transmembrane transporter activity	399	7	392	6	549	555	4.068e-01	0.02	0.01	1.6
GO:0016791	phosphoric monoester hydrolase activity	399	7	392	6	549	555	4.068e-01	0.02	0.01	1.6
GO:0031420	alkali metal ion binding	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0005504	fatty acid binding	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0045735	nutrient reservoir activity	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0005172	vascular endothelial growth factor receptor binding	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0030545	receptor regulator activity	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0035258	steroid hormone receptor binding	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0031072	heat shock protein binding	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0008080	N\-acetyltransferase activity	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0016410	N\-acyltransferase activity	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0001948	glycoprotein binding	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0008168	methyltransferase activity	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0016741	transferase activity\, transferring one\-carbon groups	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0004715	non\-membrane spanning protein tyrosine kinase activity	399	1	398	4	551	555	4.068e-01	0.00	0.01	0.3
GO:0016740	transferase activity	399	64	335	78	477	555	4.076e-01	0.16	0.14	1.1
GO:0016836	hydro\-lyase activity	399	1	398	5	550	555	4.098e-01	0.00	0.01	0.3
GO:0003708	retinoic acid receptor activity	399	1	398	5	550	555	4.098e-01	0.00	0.01	0.3
GO:0048503	GPI anchor binding	399	1	398	5	550	555	4.098e-01	0.00	0.01	0.3
GO:0008369	obsolete molecular function	399	1	398	5	550	555	4.098e-01	0.00	0.01	0.3
GO:0003777	microtubule motor activity	399	1	398	5	550	555	4.098e-01	0.00	0.01	0.3
GO:0016563	transcription activator activity	399	14	385	26	529	555	4.159e-01	0.04	0.05	0.7
GO:0030594	neurotransmitter receptor activity	399	4	395	10	545	555	4.168e-01	0.01	0.02	0.6
GO:0003707	steroid hormone receptor activity	399	4	395	10	545	555	4.168e-01	0.01	0.02	0.6
GO:0016615	malate dehydrogenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004111	creatine kinase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016775	phosphotransferase activity\, nitrogenous group as acceptor	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004102	choline O\-acetyltransferase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016413	O\-acetyltransferase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0005471	ATP\:ADP antiporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015207	adenine transmembrane transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0005345	purine transmembrane transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015205	nucleobase transmembrane transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0015932	nucleobase\, nucleoside\, nucleotide and nucleic acid transmembrane transporter activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0019145	aminobutyraldehyde dehydrogenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0047105	4\-trimethylammoniobutyraldehyde dehydrogenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004148	dihydrolipoyl dehydrogenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004363	glutathione synthase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0030332	cyclin binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004345	glucose\-6\-phosphate dehydrogenase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0050038	L\-xylulose reductase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004351	glutamate decarboxylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016831	carboxy\-lyase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016830	carbon\-carbon lyase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004108	citrate (Si)\-synthase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046912	transferase activity\, transferring acyl groups\, acyl groups converted into alkyl on transfer	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004556	alpha\-amylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016160	amylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032767	copper\-dependent protein binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016499	orexin receptor activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004528	phosphodiesterase I activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004844	uracil DNA N\-glycosylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0046790	virion binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004884	ecdysteroid hormone receptor activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004767	sphingomyelin phosphodiesterase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004579	dolichyl\-diphosphooligosaccharide\-protein glycotransferase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004576	oligosaccharyl transferase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043531	ADP binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016595	glutamate binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0003905	alkylbase DNA N\-glycosylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0005068	transmembrane receptor protein tyrosine kinase adaptor protein activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0005066	transmembrane receptor protein tyrosine kinase signaling protein activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0042605	peptide antigen binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0035226	glutamate\-cysteine ligase catalytic subunit binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0043140	ATP\-dependent 3'\-5' DNA helicase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0002039	p53 binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008309	double\-stranded DNA specific exodeoxyribonuclease activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008409	5'\-3' exonuclease activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0017108	5'\-flap endonuclease activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016888	endodeoxyribonuclease activity\, producing 5'\-phosphomonoesters	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0048256	flap endonuclease activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004176	ATP\-dependent peptidase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0032090	Pyrin domain binding	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004024	alcohol dehydrogenase activity\, zinc\-dependent	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004653	polypeptide N\-acetylgalactosaminyltransferase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0008376	acetylgalactosaminyltransferase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0003989	acetyl\-CoA carboxylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016421	CoA carboxylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0016885	ligase activity\, forming carbon\-carbon bonds	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0004658	propionyl\-CoA carboxylase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
GO:0047555	3'\,5'\-cyclic\-GMP phosphodiesterase activity	399	1	398	0	555	555	4.182e-01	0.00	0.00	bZero
