#GOID	GOTerm	t-total	t+	t-	b+	b-	b-total	p-value	t-ratio	b-ratio	(t-ratio)/(b-ratio)
GO:0008090	retrograde axon cargo transport	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0030336	negative regulation of cell migration	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0043542	endothelial cell migration	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0006746	FADH2 metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002456	T cell mediated immunity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045065	cytotoxic T cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0050850	positive regulation of calcium\-mediated signaling	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0006886	intracellular protein transport	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0015031	protein transport	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0006913	nucleocytoplasmic transport	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0007409	axonogenesis	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0021983	pituitary gland development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046887	positive regulation of hormone secretion	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0044262	cellular carbohydrate metabolic process	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006418	tRNA aminoacylation for protein translation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006427	histidyl\-tRNA aminoacylation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006611	protein export from nucleus	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001817	regulation of cytokine production	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0050860	negative regulation of T cell receptor signaling pathway	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0007525	somatic muscle development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042177	negative regulation of protein catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045908	negative regulation of vasodilation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045909	positive regulation of vasodilation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0046631	alpha\-beta T cell activation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007041	lysosomal transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008206	bile acid metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046686	response to cadmium ion	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001662	behavioral fear response	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001881	receptor recycling	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007528	neuromuscular junction development	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0016050	vesicle organization and biogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016197	endosome transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032313	regulation of Rab GTPase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0035023	regulation of Rho protein signal transduction	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0035249	synaptic transmission\, glutamatergic	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051036	regulation of endosome size	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007032	endosome organization and biogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032855	positive regulation of Rac GTPase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0035022	positive regulation of Rac protein signal transduction	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001503	ossification	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006817	phosphate transport	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0031960	response to corticosteroid stimulus	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006308	DNA catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006367	transcription initiation from RNA polymerase II promoter	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0009083	branched chain family amino acid catabolic process	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0042552	myelination	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0045687	positive regulation of glial cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0050804	regulation of synaptic transmission	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0009268	response to pH	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045980	negative regulation of nucleotide metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051289	protein homotetramerization	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007213	acetylcholine receptor signaling\, muscarinic pathway	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007274	neuromuscular synaptic transmission	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0000186	activation of MAPKK activity	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0045741	positive regulation of epidermal growth factor receptor activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0021940	positive regulation of granule cell precursor proliferation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042327	positive regulation of phosphorylation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0019933	cAMP\-mediated signaling	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046836	glycolipid transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032367	intracellular cholesterol transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0015914	phospholipid transport	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0019747	regulation of isoprenoid metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042345	regulation of NF\-kappaB import into nucleus	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0006512	ubiquitin cycle	399	7	392	9	546	555	1.000e+00	0.02	0.02	1.1
GO:0006836	neurotransmitter transport	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0007608	sensory perception of smell	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0015844	monoamine transport	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0015872	dopamine transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0021984	adenohypophysis development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042053	regulation of dopamine metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042420	dopamine catabolic process	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0060134	prepulse inhibition	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0050779	RNA destabilization	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006511	ubiquitin\-dependent protein catabolic process	399	5	394	7	548	555	1.000e+00	0.01	0.01	1.0
GO:0016579	protein deubiquitination	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051101	regulation of DNA binding	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006816	calcium ion transport	399	3	396	5	550	555	1.000e+00	0.01	0.01	0.8
GO:0006972	hyperosmotic response	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030032	lamellipodium biogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030041	actin filament polymerization	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0031529	ruffle organization and biogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0035025	positive regulation of Rho protein signal transduction	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0043552	positive regulation of phosphoinositide 3\-kinase activity	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045453	bone resorption	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0048261	negative regulation of receptor\-mediated endocytosis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001841	neural tube formation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016068	type I hypersensitivity	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0008584	male gonad development	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0019102	male somatic sex determination	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0030521	androgen receptor signaling pathway	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0030850	prostate gland development	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001659	temperature homeostasis	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001678	cellular glucose homeostasis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007005	mitochondrion organization and biogenesis	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0019395	fatty acid oxidation	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0035066	positive regulation of histone acetylation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042594	response to starvation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045722	positive regulation of gluconeogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046321	positive regulation of fatty acid oxidation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0050821	protein stabilization	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0050873	brown fat cell differentiation	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0043526	neuroprotection	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0043588	skin development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007154	cell communication	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0006044	N\-acetylglucosamine metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006486	protein amino acid glycosylation	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0006688	glycosphingolipid biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0016051	carbohydrate biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0015810	aspartate transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0044237	cellular metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051259	protein oligomerization	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0000209	protein polyubiquitination	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030579	ubiquitin\-dependent SMAD protein catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0031398	positive regulation of protein ubiquitination	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0031943	regulation of glucocorticoid metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0043161	proteasomal ubiquitin\-dependent protein catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051604	protein maturation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006378	mRNA polyadenylation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006379	mRNA cleavage	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006493	protein amino acid O\-linked glycosylation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006584	catecholamine metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051260	protein homooligomerization	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0051301	cell division	399	5	394	6	549	555	1.000e+00	0.01	0.01	1.2
GO:0007067	mitosis	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0045843	negative regulation of striated muscle development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006857	oligopeptide transport	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0007156	homophilic cell adhesion	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0016339	calcium\-dependent cell\-cell adhesion	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045213	neurotransmitter receptor metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042832	defense response to protozoan	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045630	positive regulation of T\-helper 2 cell differentiation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0033138	positive regulation of peptidyl\-serine phosphorylation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045727	positive regulation of translation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001816	cytokine production	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0030183	B cell differentiation	399	4	395	5	550	555	1.000e+00	0.01	0.01	1.1
GO:0045671	negative regulation of osteoclast differentiation	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0000245	spliceosome assembly	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006621	protein retention in ER	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001543	ovarian follicle rupture	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001658	ureteric bud branching	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001822	kidney development	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001998	angiotensin mediated vasoconstriction involved in regulation of systemic arterial blood pressure	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001999	renal response to blood flow during renin\-angiotensin regulation of systemic arterial blood pressure	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002018	renin\-angiotensin regulation of aldosterone production	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002019	regulation of renal output by angiotensin	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002035	brain renin\-angiotensin system	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0008065	establishment of blood\-nerve barrier	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042756	drinking behavior	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045723	positive regulation of fatty acid biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046622	positive regulation of organ growth	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048143	astrocyte activation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048659	smooth muscle cell proliferation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051145	smooth muscle cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006691	leukotriene metabolic process	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045785	positive regulation of cell adhesion	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0006171	cAMP biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0030263	apoptotic chromosome condensation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006304	DNA modification	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042335	cuticle development	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0043406	positive regulation of MAP kinase activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045415	negative regulation of interleukin\-8 biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045416	positive regulation of interleukin\-8 biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0000902	cell morphogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006805	xenobiotic metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008652	amino acid biosynthetic process	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0007398	ectoderm development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0021506	anterior neuropore closure	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048701	embryonic cranial skeleton morphogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048705	skeletal morphogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001955	blood vessel maturation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006820	anion transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032374	regulation of cholesterol transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006649	phospholipid transfer to membrane	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007603	phototransduction\, visible light	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045494	photoreceptor cell maintenance	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0009308	amine metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008610	lipid biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001556	oocyte maturation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0010225	response to UV\-C	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045088	regulation of innate immune response	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045931	positive regulation of mitotic cell cycle	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0000747	conjugation with cellular fusion	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045058	T cell selection	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0050870	positive regulation of T cell activation	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0050766	positive regulation of phagocytosis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030299	cholesterol absorption	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006704	glucocorticoid biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007567	parturition	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0001954	positive regulation of cell\-matrix adhesion	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030278	regulation of ossification	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0042488	positive regulation of odontogenesis of dentine\-containing teeth	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045672	positive regulation of osteoclast differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046579	positive regulation of Ras protein signal transduction	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030218	erythrocyte differentiation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0043249	erythrocyte maturation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0008045	motor axon guidance	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001569	patterning of blood vessels	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006541	glutamine metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006543	glutamine catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045745	positive regulation of G\-protein coupled receptor protein signaling pathway	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0060037	pharyngeal system development	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042026	protein refolding	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0009968	negative regulation of signal transduction	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002237	response to molecule of bacterial origin	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007253	cytoplasmic sequestering of NF\-kappaB	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0030595	leukocyte chemotaxis	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0030886	negative regulation of myeloid dendritic cell activation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032695	negative regulation of interleukin\-12 production	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042092	T\-helper 2 type immune response	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0042130	negative regulation of T cell proliferation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045191	regulation of isotype switching	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0045347	negative regulation of MHC class II biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045355	negative regulation of interferon\-alpha biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030101	natural killer cell activation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0030217	T cell differentiation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0042104	positive regulation of activated T cell proliferation	399	2	397	4	551	555	1.000e+00	0.01	0.01	0.7
GO:0042523	positive regulation of tyrosine phosphorylation of Stat5 protein	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0046013	regulation of T cell homeostatic proliferation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0050672	negative regulation of lymphocyte proliferation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051024	positive regulation of immunoglobulin secretion	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042102	positive regulation of T cell proliferation	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0045189	connective tissue growth factor biosynthetic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0048295	positive regulation of isotype switching to IgE isotypes	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045446	endothelial cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0000185	activation of MAPKKK activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030534	adult behavior	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030641	regulation of cellular pH	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0007257	activation of JNK activity	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042060	wound healing	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0043010	camera\-type eye development	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0001516	prostaglandin biosynthetic process	399	2	397	3	552	555	1.000e+00	0.01	0.01	0.9
GO:0006555	methionine metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0009058	biosynthetic process	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0009086	methionine biosynthetic process	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0008360	regulation of cell shape	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0030048	actin filament\-based movement	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0002027	regulation of heart rate	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0006200	ATP catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045638	negative regulation of myeloid cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045746	negative regulation of Notch signaling pathway	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0009595	detection of biotic stimulus	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0032088	inhibition of NF\-kappaB transcription factor	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0042347	negative regulation of NF\-kappaB import into nucleus	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0051457	maintenance of protein localization in nucleus	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0018401	peptidyl\-proline hydroxylation to 4\-hydroxy\-L\-proline	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
GO:0042787	protein ubiquitination during ubiquitin\-dependent protein catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030099	myeloid cell differentiation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0035307	positive regulation of protein amino acid dephosphorylation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0001707	mesoderm formation	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0000398	nuclear mRNA splicing\, via spliceosome	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045104	intermediate filament cytoskeleton organization and biogenesis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006261	DNA\-dependent DNA replication	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0015695	organic cation transport	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045817	positive regulation of transcription from RNA polymerase II promoter\, global	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006002	fructose 6\-phosphate metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006110	regulation of glycolysis	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030388	fructose 1\,6\-bisphosphate metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045987	positive regulation of smooth muscle contraction	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0046521	sphingoid catabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0006670	sphingosine metabolic process	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007635	chemosensory behavior	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0007017	microtubule\-based process	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0051258	protein polymerization	399	2	397	2	553	555	1.000e+00	0.01	0.00	1.4
GO:0019048	virus\-host interaction	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0045070	positive regulation of viral genome replication	399	1	398	1	554	555	1.000e+00	0.00	0.00	1.4
GO:0030317	sperm motility	399	1	398	2	553	555	1.000e+00	0.00	0.00	0.7
