#DescID	MeSH	CorpusSize	t+	t-	b+	b-	WholeSize	t-Ratio	b-Ratio	t-ratio/b-ratio	P-value
342	Lung	168	1	167	147570	17613087	17760657	0.01	0.01	0.7	1.000e+00
22197	Phenotype	168	1	167	120255	17640402	17760657	0.01	0.01	0.9	1.000e+00
18425	Prognosis	168	2	166	258065	17502592	17760657	0.01	0.01	0.8	1.000e+00
21607	Binding Sites	168	1	167	165893	17594764	17760657	0.01	0.01	0.6	1.000e+00
9122	Chronic Disease	168	1	167	175483	17585174	17760657	0.01	0.01	0.6	1.000e+00
1743	Cats	168	1	167	112393	17648264	17760657	0.01	0.01	0.9	1.000e+00
17913	Magnetic Resonance Imaging	168	1	167	172647	17588010	17760657	0.01	0.01	0.6	1.000e+00
17906	Tomography, X-Ray Computed	168	1	167	194343	17566314	17760657	0.01	0.01	0.5	1.000e+00
19592	Reproducibility of Results	168	1	167	157534	17603123	17760657	0.01	0.01	0.7	1.000e+00
19241	Chromatography, High Pressure Liquid	168	1	167	118552	17642105	17760657	0.01	0.01	0.9	1.000e+00
17709	Anti-Bacterial Agents	168	1	167	174300	17586357	17760657	0.01	0.01	0.6	1.000e+00
17925	Microscopy, Electron	168	1	167	199801	17560856	17760657	0.01	0.01	0.5	1.000e+00
21204	Sex Factors	168	1	167	160610	17600047	17760657	0.01	0.01	0.7	1.000e+00
21100	Temperature	168	1	167	141325	17619332	17760657	0.01	0.01	0.7	1.000e+00
18051	Electrocardiography	168	1	167	140018	17620639	17760657	0.01	0.01	0.8	1.000e+00
8188	Myocardial Infarction	168	1	167	113683	17646974	17760657	0.01	0.01	0.9	1.000e+00
14588	Glucose	168	1	167	106157	17654500	17760657	0.01	0.01	1.0	1.000e+00
16830	Recombinant Proteins	168	1	167	129881	17630776	17760657	0.01	0.01	0.8	1.000e+00
